Journal Title,Publisher,ISSN,ISSN Online,Year Inception,FoR,2022 rating,rating,h_index,impact_factor
Journal of Financial Economics,Elsevier ,0304-405X	,	,1974	,3502,A* ,A*,510,16.970654627539503
Journal of Financial Education,DePaul University College of Commerce,0093-3961	,	,1972	,3502,B ,B,NA,NA
Journal of Financial Intermediation,Elsevier,1042-9573	,1096-0473	,1990	,3502,A* ,A*,132,4.308641975308642
Journal of Financial Management and Analysis,"Om Sai Ram Centre for Financial Management Research and Training, Bombay, India ",0970-4205	,	,1988	,3502,C ,C,12,0
Journal of Financial Management of Property and Construction,Emerald Group Publishing,1366-4387	,1759-8443	,1996	,3504,C ,C,35,1.5294117647058822
"Journal of Financial Management, Markets and Institutions",World Scientific Publishing ,2282-717X	,NA,2011	,3502,C ,C,5,0.9615384615384616
Journal of Financial Markets,Elsevier ,1386-4181	,1878-576X	,1998	,3502,A* ,A*,96,2.7211538461538463
Journal of Financial Regulation,Oxford University Press,2053-4833	,	,2014	,4801,B ,B,33,2.4461538461538463
Journal of Financial Regulation and Compliance,Emerald Group Publishing,1358-1988	,1740-0279	,1992	,4801,C ,C,33,2.4461538461538463
Journal of Financial Reporting,American Accounting Association,2380-2154,2380-2146,2016,3501,A,A,36,3.754491017964072
Journal of Financial Reporting and Accounting,Emerald Group Publishing,1985-2517	,2042-5856	,2003	,3501,C ,C,22,0.16666666666666666
Journal of Financial Research,Wiley-Blackwell Publishing,0270-2592	,1475-6803	,1978	,3502,A ,A,82,1.1910112359550562
Journal of Financial Services Marketing,Palgrave Macmillan Ltd.,1363-0539	,1479-1846	,1995	,3506,B,B,53,3.4
Journal of Financial Services Research,Springer International Publishing,0920-8550	,1573-0735	,1987	,3502,A ,A,92,1.6458333333333333
Journal of Financial Stability,Elsevier,1572-3089	,1878-0962	,2004	,3801,A,A,95,7.292817679558011
Journal of Food Distribution Research,Food Distribution Research Society,0047-245X	,	,2005	,3506,C,C,31,0
Journal of Food Products Marketing,Taylor & Francis Online,1045-4446	,1540-4102	,1992	,3506,B,B,45,4.133333333333334
Journal of Foodservice,Wiley-Blackwell Publishing,1745-4506	,1748-0140	,2006	,3504,C ,C,43,2.973684210526316
Journal of Foodservice Business Research,Taylor & Francis Online,1537-8020	,1537-8039	,2002	,3504,C ,C,43,2.973684210526316
Journal of Forecasting,Wiley-Blackwell Publishing,0277-6693	,1099-131X	,1982	,3802,A ,A,168,7.851851851851852
Journal of Forensic & Investigative Accounting,Louisiana State University,	,2165-3755	,2009	,3501,B,B,NA,NA
Journal of Forensic Accounting Research,American Accounting Association,NA,2380-2138,2016,3501,B,B,8,0.5641025641025641
Journal of Forensic Economics,National Association of Forensic Economics,0898-5510	,	,1987	,3899,C ,C,20,0
Journal of Forest Economics,Elsevier ,1104-6899	,	,1994	,3801,B ,B,45,0.7142857142857143
Journal of Gambling Issues,Centre for Addiction & Mental Health,1494-5185	,1910-7595	,2000	,3504,B ,B,41,1.378787878787879
Journal of Gambling Studies,Springer International Publishing,1050-5350	,1573-3602	,1985	,3504,A ,A,112,2.424731182795699
Journal of General Management,Sage Publications,0306-3070	,1759-6106	,1970	,3507,B ,B,52,1.3457943925233644
Journal of Global Business and Economics,Global Institute of Flexible Systems Management,2180-3625	,	,2010	,3899,C ,C,4,0.1079136690647482
Journal of Global Economic Analysis,"Center for Global Trade Analysis, Purdue University",2377-2999,2377-2999,2016,3801,B,B,3,0
Journal of Global Fashion Marketing,Taylor & Francis Online,2093-2685	,2325-4483	,2010	,3506,B,B,36,3.421875
Journal of Global Information Management,IGI Global,1062-7375	,1533-7995	,1993	,4609,A,A,58,3.116504854368932
Journal of Global Information Technology Management,Taylor & Francis Online,1097-198X	,2333-6846	,1998	,4609,B ,B,46,1.9787234042553192
Journal of Global Marketing,Taylor & Francis Online,0891-1762	,1528-6975	,1987	,3506,B,B,52,3.847826086956522
Journal of Global Mobility,Emerald Group Publishing,2049-8799 	,2049-8802	,2013	,3505,B ,B,30,2.7241379310344827
Journal of Global Operations and Strategic Sourcing,Emerald Group Publishing,2398-5364,2398-5372,2008,3507,C,C,22,4.783132530120482
Journal of Global Responsibility,Emerald Group Publishing,2041-2568	,2041-2576	,2010	,3507,C,C,31,3.3508771929824563
Journal of Global Scholars of Marketing Science,Taylor & Francis Online,2163-9159	,2163-9167	,1998	,3506,B,B,25,2.3125
Journal of Global Sport Management,Taylor & Francis Online,2470-4067,2470-4075,2016,3504,C,C,18,1.6857142857142857
Journal of Globalization and Development,De Gruyter,1948-1837	,	,2010	,3899,B ,B,28,1.1071428571428572
Journal of Governmental & Nonprofit Accounting,American Accounting Association,	,2155-3815	,2012	,3501,B ,B,12,0.42857142857142855
Journal of Health Economics,Elsevier ,0167-6296	,1879-1646	,1982	,3801,A*,A*,198,4.0504587155963305
"Journal of Health Politics, Policy and Law",Duke University Press,0361-6878	,1527-1927	,1976	,3599,A ,A,91,3.2660550458715596
Journal of Health Services Research and Policy,Sage Publications,1355-8196	,1758-1060	,1996	,3599,B,B,5,0.265625
"Journal of Health, Organization and Management",Emerald Group Publishing,1477-7266	,1758-7247	,1986	,3507,B,B,60,1.707182320441989
"Journal of Health, Safety and Environment",Wolters Kluwer,1837-9362	,2205-1104	,1985	,3505,B ,B,5,0
Journal of Heritage Tourism,Taylor & Francis Online,1743-873X	,1747-6331	,2006	,3508,B,B,49,3.04
Journal of Higher Education Policy and Management,"Routledge, Taylor & Francis",1360-080X,1469-9508,1996,3505,B,B,69,2.1979166666666665
Journal of Historical Research in Marketing,Emerald Group Publishing,1755-750X	,1755-7518,2009	,3506,B,B,21,0.625
Journal of Hospitality and Tourism Education,Taylor & Francis Online,1096-3758	,2325-6540	,1997	,3508,B,B,49,5.70873786407767
Journal of Hospitality and Tourism Insights,Emerald Group Publishing,2514-9792,NA,2018,3508,C,C,28,4.798882681564246
Journal of Hospitality and Tourism Management,Elsevier,1447-6770	,1839-5260	,1994	,3508,A,A,81,8.479274611398964
Journal of Hospitality and Tourism Research,Sage Publications,1096-3480	,1557-7554	,1976	,3508,A,A,48,1.5209580838323353
Journal of Hospitality and Tourism Technology,Emerald Group Publishing,1757-9880	,1757-9899	,2010	,4609,B,B,53,5.576086956521739
Journal of Hospitality Application and Research,Birla Institute of Technology,0973-4538	,	,2006	,3506,C,C,NA,NA
Journal of Hospitality Marketing and Management,Taylor & Francis Online,1936-8623	,1936-8631	,2009	,3506,A,A,NA,NA
"Journal of Hospitality, Leisure, Sport & Tourism Education",Elsevier ,	,1473-8376	,2001	,3508,B,B,49,5.70873786407767
Journal of Housing Economics,Elsevier ,1051-1377	,1096-0791	,1991	,3801,A ,A,80,1.7701149425287357
Journal of Housing Research,American Real Estate Society ,1052-7001	,	,1998	,3504,B ,B,28,0.8823529411764706
Journal of Human Capital,The University of Chicago Press,1932-8575	,1932-8664	,2007	,3801,A ,A,41,1.4
Journal of Human Development and Capabilities,Taylor & Francis Online,1945-2829	,1945-2837	,2000	,3505,B ,B,48,1.9047619047619047
Journal of Human Resource Costing and Accounting,Emerald Group Publishing,1401-338X	,1758-745X	,1996	,3501,C ,C,NA,NA
Journal of Human Resources,The University of Wisconsin Press,0022-166X	,1548-8004	,1966	,3801,A* ,A*,194,1.9710144927536233
Journal of Human Resources in Hospitality and Tourism,Taylor & Francis Online,1533-2845	,1533-2853	,2002	,3508,B,B,NA,NA
Journal of Humanitarian Logistics and Supply Chain Management,Emerald Group Publishing Limited,2042-6747	,2042-6755	,2011	,3509,C,C,39,3.716666666666667
Journal of Income Distribution,Ad Libros Publications Inc,0926-6437	,1874-6322	,1992	,3801,B ,B,18,0.25
Journal of Index Investing,Pageant Media,2154-7238	,2374-135X	,2010	,3502,C ,C,17,0.4117647058823529
Journal of Indian Business Research,Emerald Group Publishing,1755-4195	,1755-4209	,2009	,3507,C ,C,30,2.3728813559322033
Journal of Industrial and Management Optimization,American Institute of Mathematical Sciences ,1547-5816	,1553-166X	,2005	,3505,B ,B,43,1.743002544529262
Journal of Industrial Information Integration,Elsevier,2452-414X,NA,2016,4609,C,C,51,11.967105263157896
Journal of Industrial Relations,Sage Publications,0022-1856	,1472-9269	,1959	,3505,A,A,103,0.8866666666666667
"Journal of Industry, Competition and Trade",Springer International Publishing,1566-1679	,1573-7012	,2001	,3801,C ,C,44,0.9302325581395349
Journal of Informatics Education and Research,Center for Research and Management Services,1526-4726	,	,1993	,4609,C ,C,1,0
Journal of Information and Knowledge Management,World Scientific Publishing ,0219-6492	,1793-6926	,2002	,4609,C ,C,29,2.896103896103896
Journal of Information and Optimization Sciences,Taylor & Francis Online,0252-2667	,2169-0103	,1980	,4609,C ,C,NA,NA
Journal of Information Communication and Ethics in Society,Emerald Group Publishing Limited,1477-996X	,1758-8871	,2003	,4609,B ,B,NA,NA
Journal of Information Systems,American Accounting Association,0888-7985	,1558-7959	,1986	,3501,A ,A,142,7.5
Journal of Information Systems Education,Association of Information Technology Professionals (ATIP),1055-3096	,2574-3872	,1989	,4609,B,B,43,0.5
Journal of Information Systems Security,London School of Economics and Political Science,1551-0123	,1551-0808	,2006	,4609,C ,C,0,0
Journal of Information Technology,Sage Publications,0268-3962	,1466-4437	,1986	,4609,A* ,A*,110,5.365853658536586
Journal of Information Technology Case and Application Research,Taylor & Francis Online,1522-8053	,2333-6897	,1999	,4609,C ,C,33,1.8125
Journal of Information Technology Education: Research,Informing Science Institute,1547-9714	,1539-3585	,2002	,4609,C ,C,NA,NA
Journal of Information Technology Theory and Application,Association for Information Systems (AIS),1552-6496	,1532-4516	,	,4609,A ,A,30,0
Journal of Innovation & Knowledge,Elsevier,2444-569X,NA,2016	,3507,A ,A,62,18.614285714285714
Journal of Innovation Economics,De Boeck Superior,2032-5355	,	,2008	,3801,C ,C,24,1.8870967741935485
Journal of Innovation Management,Association Journal of Innovation Management,NA,2183-0606,2013,3507,C,C,97,5.240816326530612
Journal of Institutional and Theoretical Economics,Mohr Siebeck GmbH & Co. KG,0932-4569	,1614-0559	,1844	,3803,A ,A,45,0.20408163265306123
Journal of Institutional Economics,Cambridge University Press,1744-1374	,1744-1382	,2005	,3801,B,B,52,1.9589041095890412
Journal of Insurance Issues,Western & Southern Risk and Insurance Association,1531-6076,2332-4244,1985,3502,B,B,15,0
Journal of Intellectual Capital,Emerald Group Publishing,1469-1930	,1758-7468	,2000	,3501,B ,B,130,5.942857142857143
Journal of Intellectual Property Law and Practice,Oxford University Press ,1747-1532	,1747-1540	,1993	,4801,B ,B,19,0.3113207547169811
Journal of Intelligent Information Systems,Springer International Publishing,0925-9902	,1573-7675	,1992	,4609,B ,B,75,2.8776978417266186
Journal of Intelligent Manufacturing,Springer International Publishing,0956-5515	,1572-8145	,1990	,3503,B ,B,113,6.538461538461538
Journal of Intelligent Transportation Systems,Taylor & Francis Online,1547-2450	,1547-2442	,2002	,3509,B ,B,61,2.6693548387096775
Journal of Interactive Advertising,Taylor & Francis Online,	,1525-2019	,2000	,3506,B,B,74,6.755102040816326
Journal of Interactive Marketing,Elsevier,1094-9968	,1520-6653	,1986	,3506,A,A,141,6.795698924731183
Journal of Interdisciplinary Economics,Sage Publications,0260-1079	,	,1984	,3801,C ,C,20,0.4857142857142857
Journal of International Accounting Research,American Accounting Association,1542-6297	,1558-8025	,2002	,3501,A ,A,45,0.7708333333333334
"Journal of International Accounting, Auditing and Taxation",Elsevier,1061-9518	,1879-1603	,1992	,3501,B ,B,NA,NA
Journal of International Agricultural Trade and Development,Nova Science Publishers ,1556-8520	,	,2005	,3801,C ,C,NA,NA
Journal of International Banking Law and Regulation,Sweet & Maxwell ,1742-6812	,	,1986	,3502,C ,C,NA,NA
Journal of International Business and Economy,"San Francisco State University, College of Business and the Institute for Industrial Policy Studies",1527-8603	,	,2000	,3801,C ,C,2,0.2
Journal of International Business Studies,Springer International Publishing,0047-2506	,1478-6990	,1970	,3507,A* ,A*,310,8.377551020408163
Journal of International Commercial Law,The University of Western Australia ,1476-7546	,	,2002	,4801,C ,C,8,0
Journal of International Commercial Law and Technology,International Association of IT Lawyers,1901-8401	,	,2006	,4801,C ,C,8,0
Journal of International Consumer Marketing,Taylor & Francis Online,0896-1530	,1528-7068	,1988	,3506,B,B,71,1.8873239436619718
Journal of International Development,Wiley-Blackwell Publishing,0954-1748	,1099-1328	,1989	,3801,B ,B,105,1.6244541484716157
Journal of International Economic Law,Oxford University Press ,1369-3034	,1464-3758	,1998	,4801,A,A,65,1.9183673469387754
Journal of International Economic Studies,Hosei Institute of Comparative Economic Studies,0911-1247	,	,1985	,3801,C ,C,6,0
Journal of International Economics,Elsevier ,0022-1996	,1873-0353	,1971	,3801,A* ,A*,254,4.995073891625616
Journal of International Education in Business,Emerald Group Publishing Limited,2046-469X	,1836-3261	,2008	,3507,C,C,22,1.696969696969697
Journal of International Finance and Economics,International Academy of Business and Economics,1555-6336	,2378-864X	,2006	,3801,C ,C,70,2.4194444444444443
Journal of International Financial Management and Accounting,Wiley-Blackwell Publishing,0954-1314	,1467-646X	,1989	,3502,B ,B,63,7.5625
"Journal of International Financial Markets, Institutions and Money",Elsevier,1042-4431	,1873-0612	,1990	,3502,A ,A,NA,NA
Journal of International Food and Agribusiness Marketing,Taylor & Francis Online,0897-4438	,1528-6983	,1988	,3506,B,B,NA,NA
Journal of International Management,Elsevier,1075-4253	,1873-0620	,1995	,3507,A ,A,98,5.947368421052632
Journal of International Marketing,Sage Publications,1069-031X	,1547-7215	,1993	,3506,A,A,126,5.037735849056604
Journal of International Marketing and Exporting,Academy of World Business ,1324-5864	,1832-2174	,1996	,3506,C,C,NA,NA
Journal of International Marketing and Marketing Research,European Marketing Association,1010-7347	,	,1976	,3506,C,C,13,0.23404255319148937
Journal of International Migration and Integration,Springer International Publishing,1488-3473	,1874-6365	,2000	,3599,C ,C,52,1.5384615384615385
Journal of International Money and Finance,Elsevier,0261-5606	,1873-0639	,1982	,3502,A ,A,172,3.605341246290801
Journal of International Relations and Development,Palgrave Macmillan Ltd.,1408-6980	,1581-1980	,1984	,3599,C ,C,NA,NA
Journal of International Taxation,Thomson Reuters,1049-6378	,	,1990	,4801,C ,C,58,2.9166666666666665
Journal of International Technology and Information Management,International Information Management Association (IIMA) ,1543-5962	,1941-6679	,1992	,4609,C ,C,17,0.9636363636363636
Journal of Internet Banking and Commerce,ARRAY Development,	,1204-5357	,1997	,3502,C ,C,36,0
Journal of Internet Commerce,Taylor & Francis Online,1533-2861	,1533-287X	,2002	,3504,B ,B,43,5.3
Journal of Inter-Organizational Relationships,Taylor & Francis Online,2694-3980	,2694-3999	,1991	,3506,B,B,2,0.8421052631578947
Journal of Investing,Pageant Media,1068-0896	,2168-8613	,1992	,3502,B ,B,46,0.3577981651376147
Journal of Investment Compliance,Emerald Group Publishing,1528-5812	,1758-7476	,2000	,3502,C ,C,14,0.775
Journal of Investment Consulting,Investments & Wealth Institute,1524-6035	,	,1998	,3502,C ,C,NA,NA
Journal of Investment Management,Gifford Fong Associates,1545-9144	,1545-9152	,2003	,3502,C ,C,7,0
Journal of Islamic Accounting and Business Research,Emerald Group Publishing,1759-0817	,1759-0825	,2010	,3501,C ,C,34,3.1219512195121952
"Journal of Islamic Economics, Banking and Finance",SyndiGate Media Inc.,2070-4658	,2070-4666	,2005	,3502,C ,C,11,0
Journal of Islamic Marketing,Emerald Group Publishing Limited,1759-0833	,1759-0841	,2010	,3506,B,B,60,3.6331877729257642
Journal of Knowledge Management,Emerald Group Publishing,1367-3270	,1758-7484	,1997	,4609,A,A,161,6.732876712328767
Journal of Knowledge Management Practice,Leadership Alliance Inc.,	,1705-9232	,1998	,4609,B ,B,6,0
Journal of Korea Trade,Emerald Group Publishing,1229-828X	,	,1997	,3801,C ,C,11,0.42857142857142855
Journal of Labor and Society,Wiley-Blackwell Publishing,2471-4607,NA,1997	,3801,C ,C,14,0.7894736842105263
Journal of Labor Economics,University of Chicago Press,0734-306X	,1537-5307	,1983	,3801,A* ,A*,213,4.275862068965517
Journal of Labor Research,Springer International Publishing,0195-3613	,1936-4768	,1980	,3505,B ,B,58,1.2692307692307692
Journal of Language and Social Psychology,Sage Publications,0261-927X	,1552-6526	,1980	,3507,B ,B,90,1.9210526315789473
Journal of Law and Financial Management,The University of Sydney,1446-6899	,	,2002	,4801,C ,C,NA,NA
Journal of Law and Society,Wiley-Blackwell Publishing,0263-323X	,1467-6478	,1982	,4801,B ,B,77,0.6861313868613139
